,,,
YQ,"TUM, Geb. 2401+2402, Winzererstr. 45",Winzererstr. 45,80797 München
YR,"TUM, Geb. 2805, Bauklimatik und Haustechnik",Karl Benz Straße 15,85221 Dachau
YS,"LMU, Ludwigshöhe 8",Ludwigshöhe 8,82256 Fürstenfeldbruck
YT,Wohnheim Biedersteiner Straße,Biedersteinerstr. 24 - 30a,80802 München
YU,"TUM/LMU, Geb.2804, Deutsches Museum",Museumsinsel 1,80538 München
YV,Spanisches Kolleg,Dachauerstr. 145,80335 München
YW,"LMU, CAP",Maria-Theresia-Str. 21,81675 München
YX,"TUM, Ingolstadt, ini.tum",Marie-Curie-Str. 8,85055 Ingolstadt
YY,MPG Physik,Föhringer Ring 6,80805 München
YZ,DLR Oberpfaffenhofen,Münchener Str. 20,82234 Weßling
Z,Kleinere Unterbezirke 3,,
Z0,Wohnheim Chiemgaustraße,Traunsteiner Str. 1 - 13,81549 München
Z1,"Studentenstadt Freimann, SWH",Christoph-Probst-Str. 10,80805 München
Z2,"TUM, Geb. 4401-4405, Limnologische Station, Iffeldorf",Hofmark 3,82393 Iffeldorf
Z3,Studentenwohnheim Lothstr. 62,Lothstr. 62,80335 München
Z4,Wohnheim Kreittmayrstr. 14,Kreittmayrstr. 14,80335 München
Z5,"Wohnheim Agnes-/Adelheidstraße und Internationales Haus, DKFA","Adelheidstr. 13, 17 Agnesstraße 27-35",80798 München
Z6,Studentenwohnheim Haidpark,Admiralbogen 37-47,80939 München
Z7,"Studentenwohnheim Felsennelkenanger (FNA, Panzerwiese)",Felsennelkenanger 7-21,80937 München
Z8,SWH Max-Bill-Straße,Max-Bill-Straße 67,80807 München
Z9,Studienkolleg bei den Universitäten des Freistaates Bayern,Infanteriestraße 7a,80797 München
ZA,Stiftung Maximilianeum,Max-Planck-Str. 1,81675 München
ZB,"TUM, Geb. 2907, Marsstr. 20-22",Marsstr. 20-22,80335 München
ZC,"TUM, Geb. 2410, Roboterwissenschaften und Systemintelligenz",Heßstraße 134,80797 München
ZD,Wohnheim Türkenstraße,Türkenstr. 58,80799 München
ZE,Massmannwohnheim,Heßstr. 77,80797 München
ZG,Wohnheim Heidemannstraße,Paul-Hindemith-Allee 4 und 6 Karl-Köglsperger-Straße 3 - 9,80939 München
ZH,"DHM, Deutsches Herzzentrum",Lothstr. 11,80335 München
ZI,FREI (früher IHF),Prinzregentenstr. 24,80538 München
ZJ,"LMU, Sternwarte",Scheinerstraße 1,81679 München
ZK,KSFH / SWH Johann-Michael-Sailer-Haus,Preysingstr. 93a,81667 München
ZL,"LMU, Observatorium Wendelstein",Wendelstein,83735 Bayrischzell
ZM,"TUM, Geb. 2601-2607, Pasing",Baumbachstr. 7,81245 München
ZN,frei,,
ZO,Hugo-Maser-Haus (Arcisheim),Arcisstr. 31,80799 München
ZP,Bayerische Theaterakademie August Everding im Prinzregententheater,Prinzregentenplatz 12,81675 München
ZQ,"TUM, Geb. 2908 Marsstr. 40; Denisstr. 1b, Geb. 2909",Marsstr. 40,80335 München
ZR,"TUM, Geb. 2926, Betriebswirtschaftslehre",Leopoldstr. 139-145,80804 München
ZS,"TUM, Geb. 3201, Geodäsie, Außenstelle Eichenau",Lindenweg 15,82223 Eichenau
ZT,"LMU, Zentnerstr. 31",Zentnerstr. 31,80798 München
ZU,Wohnheim Stiftsbogen,Schröfelhofstr. 4-26a,81375 München
ZV,"Oekumenisches Studentenwohnheim, Oek-Heim",Steinickeweg 4,80798 München
ZW,"TUM, Geb. 2806,  Lst. Restaurierung, Nationalmuseum, Archäologische Staatssammlung",Oettingenstr. 15,80538 München
ZX,Telekom Vermittlungsstelle,Blutenburgstraße 1a,80636 München
ZY,"TUM, Geb. 2103-2109, Verbrennungskraftmaschinen",Schragenhofstr. 31,80992 München
ZZ,"SNSB, ZSM, Zoologische Staatssammlung",Münchhausenstr. 21,81247 München
