TUM, Geb. 2330-2334, CiO Campus im Olympiapark (ZHS)Connollystr. 3280809 München;01.2330.705, Flur;apa19-1ez;Online seit 2022-02-12 01:43;Aruba -> AP-515;Gesamt:     (016 - 3 - 3 - 3.79)eduroam:    (010 - 1 - 1 - 1.58)lrz:  (002 - 1 - 1 - 1.02)@BayernWLAN: (004 - 1 - 1 - 1.19)
TUM/WZS, Geb. 3505, Hörsaal und Forschungsgebäude für nachhaltige ChemieUferstraße 5394315 Straubing;00.800, Halle E0;apa17-0uh;Online seit 2022-01-18 08:28;Aruba -> AP-515;Gesamt:     (010 - 3 - 3 - 3.51)eduroam:    (007 - 1 - 1 - 1.42)lrz:  (001 - 1 - 1 - 1.00)@BayernWLAN: (002 - 1 - 1 - 1.08)
HSWT, Triesdorf Geb. ESteingruberstraße 1a91746 Weidenbach;E.005;apa14-0ce;Online seit 2022-01-18 08:28;Aruba -> AP-303H;Gesamt:     (009 - 3 - 3 - 5.17)eduroam:    (003 - 1 - 1 - 1.67)lrz:  (001 - 1 - 1 - 1.00)@BayernWLAN: (005 - 1 - 1 - 2.50)
TUM, Geb. 4218, Zierpflanzenbau, Botanik, MikrobiologieEmil-Ramann-Str. 485354 Freising;111, 1.OG, Geb. 218, Botanik, TUM Weihenstephan;apa04-1p4;Online seit 2022-01-18 08:18;Alcatel-Lucent -> OAW-AP325;Gesamt:     (010 - 4 - 3 - 4.60)eduroam:    (006 - 2 - 1 - 2.45)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (003 - 1 - 1 - 1.15)Sonstige:  (000 - 0 - 0 - 0.00)
HM, Gebäude R1, R2, R3Heßstraße 89 / Lothstr. 6480335 München;BG.008;apa17-krr;Online seit 2022-03-17 01:38;Aruba -> AP-303H;Gesamt:     (008 - 3 - 3 - 3.88)eduroam:    (005 - 1 - 1 - 1.80)lrz:  (001 - 1 - 1 - 1.00)@BayernWLAN: (002 - 1 - 1 - 1.07)
LMU, Geologische und Geographische InstituteLuisenstr. 3780333 München;A 004;apa04-0fg;Online seit 2022-03-02 01:38;Alcatel-Lucent -> OAW-AP135;Gesamt:     (016 - 4 - 3 - 4.17)eduroam:    (009 - 2 - 1 - 1.77)lrz:  (002 - 1 - 1 - 1.04)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (005 - 1 - 1 - 1.36)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 5500 (Bauteil 4 ~5504), MaschinenwesenBoltzmannstraße 1585748 Garching;1450, Willy-Messerschmitt-Zeichensaal;apa01-1w4;Online seit 2022-01-18 08:18;Alcatel-Lucent -> OAW-AP215;Gesamt:     (006 - 2 - 2 - 2.62)eduroam:    (005 - 1 - 1 - 1.62)lrz:  (000 - 0 - 0 - 0.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (001 - 1 - 1 - 1.00)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Geb. 0407, RückgebäudeLudwigstr. 2880539 München;124;apa02-1sk;Online seit 2021-12-28 22:43;Alcatel-Lucent -> OAW-AP135;Gesamt:     (015 - 3 - 3 - 4.72)eduroam:    (010 - 1 - 1 - 2.25)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (004 - 1 - 1 - 1.48)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 4264, Protein ModellingEmil-Erlenmeyer-Forum 885354 Freising;EG, Seminarraum;apa01-0jp;Online seit 2022-01-18 08:23;Alcatel-Lucent -> OAW-AP135;Gesamt:     (012 - 3 - 3 - 4.05)eduroam:    (006 - 1 - 1 - 1.74)lrz:  (003 - 1 - 1 - 1.17)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (003 - 1 - 1 - 1.15)Sonstige:  (000 - 0 - 0 - 0.00)
HM, Gebäude R1, R2, R3Heßstraße 89 / Lothstr. 6480335 München;R 3.011 Hoersaal;apa23-3rr;Online seit 2022-03-02 01:38;Alcatel-Lucent -> OAW-AP325;Gesamt:     (025 - 3 - 3 - 10.19)eduroam:    (018 - 1 - 1 - 7.33)lrz:  (002 - 1 - 1 - 1.16)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (005 - 1 - 1 - 1.70)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 0206, MensaArcisstr. 1780333 München;Foyer;apa06-0bn;Online seit 2022-03-02 01:38;Alcatel-Lucent -> OAW-AP135;Gesamt:     (073 - 3 - 3 - 17.82)eduroam:    (055 - 1 - 1 - 13.75)lrz:  (005 - 1 - 1 - 1.41)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (013 - 1 - 1 - 2.66)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 0401, Verwaltung, MathematikRichard-Wagner-Straße 1880333 München;411 4.OG;apa02-4fl;Online seit 2022-03-17 01:38;Alcatel-Lucent -> OAW-AP135;Gesamt:     (016 - 3 - 3 - 6.91)eduroam:    (012 - 1 - 1 - 4.84)lrz:  (002 - 1 - 1 - 1.04)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.02)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 0105, (N5) ElektrotechnikTheresienstraße 9080333 München;TUM Nordgelände, N4512;apa01-4b5;Online seit 2022-03-10 01:38;Alcatel-Lucent -> OAW-AP135;Gesamt:     (013 - 3 - 3 - 4.81)eduroam:    (008 - 1 - 1 - 2.73)lrz:  (002 - 1 - 1 - 1.01)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (003 - 1 - 1 - 1.07)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Geflügelkrankheiten (Vogelklinik), Geb. 4050Sonnenstraße 1885764 Oberschleißheim;A01.042;apa02-1vv;Online seit 2022-02-10 08:18;Alcatel-Lucent -> OAW-AP135;Gesamt:     (014 - 3 - 3 - 4.56)eduroam:    (005 - 1 - 1 - 1.83)lrz:  (004 - 1 - 1 - 1.38)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (005 - 1 - 1 - 1.34)Sonstige:  (000 - 0 - 0 - 0.00)
Hochschule für Philosophie, Institut für GesellschaftspolitikKaulbachstr. 3180539 München;Raum 3.37;apa03-3sy;Online seit 2022-01-18 08:28;Alcatel-Lucent -> OAW-AP215;Gesamt:     (004 - 3 - 3 - 3.22)eduroam:    (001 - 1 - 1 - 1.00)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.22)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 5415, Center for Protein Assemblies (CPA)Ernst-Otto-Fischer-Str.85748 Garching;03.014, Büro;apa13-3mq;Online seit 2022-01-18 08:23;Aruba -> AP-515;Gesamt:     (006 - 2 - 2 - 3.08)eduroam:    (005 - 1 - 1 - 2.08)lrz:  (000 - 0 - 0 - 0.00)@BayernWLAN: (001 - 1 - 1 - 1.00)
LMU, Laboratory for Extreme Photonics (LEX), Center for Advanced Laser Applications (CALA)Am Coulombwall 1a 85748 Garching;U146;apa03-kml;Online seit 2022-01-28 18:23;Alcatel-Lucent -> OAW-AP325;Gesamt:     (009 - 5 - 3 - 4.83)eduroam:    (002 - 1 - 1 - 1.07)lrz:  (000 - 0 - 0 - 0.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (006 - 3 - 1 - 2.76)Sonstige:  (001 - 1 - 1 - 1.00)
LMU, Fachbibliothek PhilologicumLudwigstr. 2580539 München;201;apa02-2gh;Online seit 2022-01-18 08:28;Alcatel-Lucent -> OAW-AP325;Gesamt:     (032 - 3 - 3 - 9.26)eduroam:    (022 - 1 - 1 - 6.39)lrz:  (004 - 1 - 1 - 1.30)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (006 - 1 - 1 - 1.57)Sonstige:  (000 - 0 - 0 - 0.00)
HM, Gebäude R1, R2, R3Heßstraße 89 / Lothstr. 6480335 München;R1.046a;apa01-1rr;Online seit 2022-01-27 20:43;Alcatel-Lucent -> OAW-AP325;Gesamt:     (094 - 6 - 3 - 28.70)eduroam:    (052 - 4 - 1 - 16.63)lrz:  (003 - 1 - 1 - 1.32)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (039 - 1 - 1 - 10.75)Sonstige:  (000 - 0 - 0 - 0.00)
HM, Gebäude HLothstr. 13d80335 München;H.207, 2.OG, Bau H, Lothstr. 13, HM;apa06-2rh;Online seit 2022-03-02 01:38;Alcatel-Lucent -> OAW-AP325;Gesamt:     (009 - 3 - 3 - 3.27)eduroam:    (004 - 1 - 1 - 1.13)lrz:  (002 - 1 - 1 - 1.05)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (003 - 1 - 1 - 1.09)Sonstige:  (000 - 0 - 0 - 0.00)
HM, Gebäude GLothstr. 3480335 München;G 3.12A;apa12-3rg;Online seit 2022-03-02 01:38;Alcatel-Lucent -> OAW-AP303h;Gesamt:     (006 - 3 - 3 - 3.81)eduroam:    (002 - 1 - 1 - 1.04)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (003 - 1 - 1 - 1.77)Sonstige:  (000 - 0 - 0 - 0.00)
TUM/LMU, Geb.2804, Deutsches MuseumMuseumsinsel 180538 München;Deutsches Museum, 2.OG Raum 2017;apa01-2yu;Online seit 2022-01-18 08:18;Alcatel-Lucent -> OAW-AP325;Gesamt:     (013 - 3 - 3 - 3.87)eduroam:    (004 - 1 - 1 - 1.19)lrz:  (003 - 1 - 1 - 1.10)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (006 - 1 - 1 - 1.59)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Geb. 5109, PhysikgebäudeAm Coulombwall 185748 Garching;322;apa01-3al;Online seit 2022-02-10 08:43;Alcatel-Lucent -> OAW-AP325;Gesamt:     (012 - 4 - 3 - 5.17)eduroam:    (008 - 1 - 1 - 2.93)lrz:  (002 - 1 - 1 - 1.20)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 2 - 1 - 1.04)Sonstige:  (000 - 0 - 0 - 0.00)
HM, Gebäude R1, R2, R3Heßstraße 89 / Lothstr. 6480335 München;R 2.010 Hörsaal;apa31-2rr;Online seit 2022-01-27 20:43;Aruba -> AP-515;Gesamt:     (017 - 3 - 3 - 4.62)eduroam:    (008 - 1 - 1 - 1.77)lrz:  (001 - 1 - 1 - 1.00)@BayernWLAN: (008 - 1 - 1 - 1.85)
HM, Gebäude ALothstr. 3480335 München;A1.05;apa10-1ra;Online seit 2022-02-12 01:38;Alcatel-Lucent -> OAW-AP325;Gesamt:     (007 - 3 - 3 - 3.72)eduroam:    (004 - 1 - 1 - 1.67)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.05)Sonstige:  (000 - 0 - 0 - 0.00)
HM, Gebäude EDachauerstr. 98b80335 München;E 2.202;apa01-2re;Online seit 2022-03-17 01:38;Alcatel-Lucent -> OAW-AP325;Gesamt:     (011 - 3 - 3 - 4.19)eduroam:    (007 - 1 - 1 - 2.08)lrz:  (002 - 1 - 1 - 1.02)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.09)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Medizinische LesehalleBeethovenplatz 180336 München;104, 1.OG, Beethovenplatz 1, LMU;apa05-1th;Online seit 2022-01-18 08:23;Alcatel-Lucent -> OAW-AP135;Gesamt:     (013 - 3 - 3 - 5.33)eduroam:    (008 - 1 - 1 - 3.19)lrz:  (002 - 1 - 1 - 1.05)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (003 - 1 - 1 - 1.09)Sonstige:  (000 - 0 - 0 - 0.00)
HM, Gebäude BDachauerstr. 98b80335 München;B 170[CI:2748]?;apa12-1rb;Online seit 2022-02-12 01:38;Aruba -> AP-515;Gesamt:     (061 - 3 - 3 - 20.57)eduroam:    (046 - 1 - 1 - 14.45)lrz:  (003 - 1 - 1 - 1.44)@BayernWLAN: (012 - 1 - 1 - 4.68)
TUM, Geb. 5500 (Bauteil 5 ~5505), MaschinenwesenBoltzmannstraße 1585748 Garching;1534;apa03-1w5;Online seit 2022-01-18 08:18;Alcatel-Lucent -> OAW-AP325;Gesamt:     (016 - 3 - 3 - 4.76)eduroam:    (013 - 1 - 1 - 2.76)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.01)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, OstasieninstitutKaulbachstr. 5380539 München;K01, UG;apa01-kso;Online seit 2022-01-18 08:18;Alcatel-Lucent -> OAW-AP325;Gesamt:     (007 - 4 - 3 - 3.52)eduroam:    (005 - 2 - 1 - 1.52)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (001 - 1 - 1 - 1.00)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 0506 (Stammgelände-Theresianum)Arcisstraße 2180333 München;-1618;apa01-kbg;Online seit 2022-03-02 01:38;Aruba -> AP-303H;Gesamt:     (005 - 3 - 3 - 3.07)eduroam:    (002 - 1 - 1 - 1.05)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.02)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 2906, Karlstraße 45Karlstraße 4580333 München;6001, 6.OG, Karlstr. 45, TUM;apa01-6fa;Online seit 2022-02-12 01:43;Alcatel-Lucent -> OAW-AP303h;Gesamt:     (011 - 3 - 3 - 4.94)eduroam:    (007 - 1 - 1 - 2.89)lrz:  (002 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.05)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 5415, Center for Protein Assemblies (CPA)Ernst-Otto-Fischer-Str.85748 Garching;02.032, OC Labor;apa16-2mq;Online seit 2022-01-18 08:23;Aruba -> AP-515;Gesamt:     (012 - 3 - 3 - 5.67)eduroam:    (009 - 1 - 1 - 3.67)lrz:  (001 - 1 - 1 - 1.00)@BayernWLAN: (002 - 1 - 1 - 1.00)
LMU, Geb. 0030, Hauptgebäude inkl. Turmgebäude, BibliothekGeschwister-Scholl-Platz 180539 München;E120, grosse Aula hinten links, in E420 mont., LMU;apa05-4gb;Online seit 2022-02-08 09:33;Alcatel-Lucent -> OAW-AP135;Gesamt:     (003 - 3 - 3 - 3.00)eduroam:    (001 - 1 - 1 - 1.00)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (001 - 1 - 1 - 1.00)Sonstige:  (000 - 0 - 0 - 0.00)
HM, Gebäude R1, R2, R3Heßstraße 89 / Lothstr. 6480335 München;BG.014;apa16-krr;Online seit 2022-01-27 20:48;Aruba -> AP-303H;Gesamt:     (006 - 3 - 3 - 3.83)eduroam:    (004 - 1 - 1 - 1.83)lrz:  (001 - 1 - 1 - 1.00)@BayernWLAN: (001 - 1 - 1 - 1.00)
HSWT, Triesdorf Geb. A (Altbau)Steingruberstr. 291746 Weidenbach;A.003.2;apa17-0ca;Online seit 2022-01-18 08:23;Aruba -> AP-515;Gesamt:     (041 - 3 - 3 - 6.43)eduroam:    (019 - 1 - 1 - 2.62)lrz:  (002 - 1 - 1 - 1.09)@BayernWLAN: (020 - 1 - 1 - 2.72)
TUM, Geb. 9377,  Fakultät für Luftfahrt, Raumfahrt und Geodäsie Lise-Meitner-Str. 9, 9a85521 Ottobrunn;03.331[CI:191827]?;apa06-3u4;Online seit 2022-03-12 12:13;Aruba -> AP-303H;Gesamt:     (004 - 3 - 3 - 3.04)eduroam:    (002 - 1 - 1 - 1.04)lrz:  (001 - 1 - 1 - 1.00)@BayernWLAN: (001 - 1 - 1 - 1.00)
TUM, Geb. 0104, (N4) Elektro PhysikTheresienstraße 9080333 München;3418;apa05-3b4;Online seit 2022-03-02 01:38;Alcatel-Lucent -> OAW-AP325;Gesamt:     (018 - 3 - 3 - 4.26)eduroam:    (015 - 1 - 1 - 2.25)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.01)Sonstige:  (000 - 0 - 0 - 0.00)
Schülerforschungszentrum BerchtesgadenSalzburger Straße 1583471 Berchtesgaden;2.05;apa04-2x1;Online seit 2022-01-10 17:58;Aruba -> AP-303H;Gesamt:     (003 - 2 - 2 - 2.05)eduroam:    (002 - 1 - 1 - 1.05)lrz:  (000 - 0 - 0 - 0.00)@BayernWLAN: (001 - 1 - 1 - 1.00)
TUM, Geb. 2910-2911, Brienner ForumRichard-Wagner-Straße 1 und 380333 München;H.473;apa02-4fd;Online seit 2022-01-18 08:18;Alcatel-Lucent -> OAW-AP135;Gesamt:     (007 - 3 - 3 - 3.87)eduroam:    (004 - 1 - 1 - 1.84)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.02)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Georgenstr. 7Georgenstr. 780799 München;181;apa01-1lk;Online seit 2021-12-28 21:13;Alcatel-Lucent -> OAW-AP325;Gesamt:     (019 - 3 - 3 - 5.52)eduroam:    (012 - 1 - 1 - 3.32)lrz:  (004 - 1 - 1 - 1.14)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (003 - 1 - 1 - 1.07)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Frauenlobstraße 7aFrauenlobstraße 7a80337 München;442a;apa04-4td;Online seit 2021-12-28 18:53;Alcatel-Lucent -> OAW-AP325;Gesamt:     (011 - 3 - 3 - 5.01)eduroam:    (007 - 1 - 1 - 2.72)lrz:  (002 - 1 - 1 - 1.25)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.04)Sonstige:  (000 - 0 - 0 - 0.00)
Wohnheim LudwigskollegGuerickestr. 1980805 München;2. OG AP3;apa03-2y1;Online seit 2022-01-18 08:18;Aruba -> AP-515;Gesamt:     (020 - 7 - 3 - 7.32)eduroam:    (013 - 5 - 1 - 4.77)lrz:  (001 - 1 - 1 - 1.00)@BayernWLAN: (006 - 1 - 1 - 1.55)
Nutzwasser Pavillon SchweinfurtSchulgasse 13 97424 Schweinfurt;Nutzwasser Pavillon;apa01-0yi;Online seit 2022-03-18 10:28;Aruba -> AP-515;Gesamt:     (010 - 3 - 3 - 3.38)eduroam:    (002 - 1 - 1 - 1.09)lrz:  (003 - 1 - 1 - 1.04)@BayernWLAN: (005 - 1 - 1 - 1.24)
LMU, Geb. 0030, Hauptgebäude inkl. Turmgebäude, BibliothekGeschwister-Scholl-Platz 180539 München;FU108A;apa01-kgb;Online seit 2022-01-27 10:28;Aruba -> AP-303H;Gesamt:     (011 - 3 - 3 - 3.57)eduroam:    (006 - 1 - 1 - 1.23)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (004 - 1 - 1 - 1.33)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 5500 (Bauteil 6 ~5506), MaschinenwesenBoltzmannstraße 1585748 Garching;Windkanal B;apa09-0w6;Online seit 2022-01-18 08:28;Alcatel-Lucent -> OAW-AP325;Gesamt:     (005 - 3 - 2 - 2.19)eduroam:    (003 - 2 - 1 - 1.18)lrz:  (000 - 0 - 0 - 0.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.01)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 2330-2334, CiO Campus im Olympiapark (ZHS)Connollystr. 3280809 München;00.2334.748, Flur;apa39-0ez;Online seit 2022-02-12 01:43;Aruba -> AP-303H;Gesamt:     (009 - 3 - 3 - 3.76)eduroam:    (004 - 1 - 1 - 1.49)lrz:  (002 - 1 - 1 - 1.01)@BayernWLAN: (003 - 1 - 1 - 1.26)
TUM/HSWT Weihenstephan, Geb. 4281, Zentrum für Naturwissenschaftliche Grundlagen, Geb. D1Am Staudengarten 185354 Freising;1.OG;apa09-1qw;Online seit 2022-01-18 08:23;Alcatel-Lucent -> OAW-AP325;Gesamt:     (008 - 3 - 3 - 3.92)eduroam:    (005 - 1 - 1 - 1.86)lrz:  (002 - 1 - 1 - 1.06)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (001 - 1 - 1 - 1.00)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 5406, Chemiegebäude Bau Ch6Lichtenbergstraße 485748 Garching;Praktikumsraum 36401;apa03-3ag;Offline seit 2022-03-19 17:08;Alcatel-Lucent -> OAW-AP215;Gesamt:     (025 - 4 - 3 - 6.81)eduroam:    (019 - 2 - 1 - 4.05)lrz:  (003 - 1 - 1 - 1.34)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (003 - 1 - 1 - 1.42)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 5101, PhysikgebäudeJames-Franck-Straße 185748 Garching;1211;apa21-1at;Online seit 2022-01-18 08:23;Aruba -> AP-303H;Gesamt:     (009 - 3 - 3 - 4.29)eduroam:    (005 - 1 - 1 - 1.47)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (003 - 1 - 1 - 1.82)Sonstige:  (000 - 0 - 0 - 0.00)
HM, Gebäude HLothstr. 13d80335 München;4.04, Lesesaal (beim Lift), 4.OG, Lothstr. 13;apa02-4rh;Online seit 2022-01-18 08:28;Alcatel-Lucent -> OAW-AP325;Gesamt:     (011 - 3 - 3 - 4.06)eduroam:    (005 - 1 - 1 - 1.67)lrz:  (002 - 1 - 1 - 1.01)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (004 - 1 - 1 - 1.38)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 6201-6206, FeuerwehrRömerhofweg 6785748 Garching;120, Flur;apa01-1a2;Online seit 2022-01-18 08:23;Alcatel-Lucent -> OAW-AP135;Gesamt:     (013 - 3 - 3 - 4.44)eduroam:    (007 - 1 - 1 - 2.10)lrz:  (002 - 1 - 1 - 1.03)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (004 - 1 - 1 - 1.32)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Block CTheresienstr. 4180333 München;C103;apa09-1dc;Online seit 2022-02-06 20:43;Aruba -> AP-303H;Gesamt:     (014 - 3 - 3 - 5.50)eduroam:    (007 - 1 - 1 - 2.35)lrz:  (002 - 1 - 1 - 1.05)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (005 - 1 - 1 - 2.10)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 8102, Business Campus Garching IIParkring 35-3985748 Garching;3.1.09, 3.OG, TUM Business Campus Garching II;apa01-3mp;Online seit 2022-01-18 08:28;Alcatel-Lucent -> OAW-AP325;Gesamt:     (005 - 3 - 3 - 3.05)eduroam:    (002 - 1 - 1 - 1.02)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.03)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 9377,  Fakultät für Luftfahrt, Raumfahrt und Geodäsie Lise-Meitner-Str. 9, 9a85521 Ottobrunn;01.127[CI:191810]?;apa06-1u4;Online seit 2022-03-12 12:18;Aruba -> AP-303H;Gesamt:     (009 - 3 - 3 - 4.44)eduroam:    (007 - 1 - 1 - 2.44)lrz:  (001 - 1 - 1 - 1.00)@BayernWLAN: (001 - 1 - 1 - 1.00)
TUM, Geb. 5401, Chemiegebäude Bau Ch1, Bibliothek, HörsaalLichtenbergstraße 485748 Garching;HS 21010;apa08-2af;Online seit 2022-01-18 08:28;Alcatel-Lucent -> OAW-AP325;Gesamt:     (012 - 3 - 3 - 4.91)eduroam:    (009 - 1 - 1 - 2.84)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.06)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 4384, Aufbereitungshalle für GemüseAm Staudengarten85354 Freising;H15.002, Gemüseaufbereitung, EG, HSWT Geb. 438;apa01-0jk;Online seit 2022-03-07 13:23;Alcatel-Lucent -> OAW-AP325;Gesamt:     (007 - 5 - 3 - 3.24)eduroam:    (003 - 3 - 1 - 1.09)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (003 - 1 - 1 - 1.15)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Block ATheresienstr. 3780333 München;A254;apa04-2da;Online seit 2021-12-28 21:13;Alcatel-Lucent -> OAW-AP135;Gesamt:     (009 - 3 - 3 - 3.98)eduroam:    (007 - 1 - 1 - 1.98)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (001 - 1 - 1 - 1.00)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 2941, Campus D, Sport Ausweichquartier O2Georg-Brauchle-Ring 60-6280992 München;L302;apa03-3ed;Online seit 2022-02-17 01:38;Alcatel-Lucent -> OAW-AP325;Gesamt:     (017 - 3 - 3 - 7.51)eduroam:    (014 - 1 - 1 - 5.48)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.03)Sonstige:  (000 - 0 - 0 - 0.00)
Mensa, Leopoldstr.Leopoldstr. 13a80802 München;020, Espresso-Bar, EG, Leopoldstr. 13a, LMU-Mensa;apa01-0lm;Online seit 2022-01-18 08:28;Alcatel-Lucent -> OAW-AP325;Gesamt:     (059 - 3 - 3 - 14.85)eduroam:    (035 - 1 - 1 - 8.96)lrz:  (007 - 1 - 1 - 1.76)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (017 - 1 - 1 - 4.12)Sonstige:  (000 - 0 - 0 - 0.00)
HM, Geb.2201/2202, Vorder und RückgebäudeLothstr. 1780335 München;X.1.019;apa09-1rx;Online seit 2022-03-17 01:38;Alcatel-Lucent -> OAW-AP325;Gesamt:     (014 - 3 - 3 - 3.77)eduroam:    (008 - 1 - 1 - 1.54)lrz:  (002 - 1 - 1 - 1.03)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (004 - 1 - 1 - 1.20)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Universitätsarchiv + PhysikEdmund-Rumpler-Str. 980939 München;A128, 1.OG, LMU Edmund-Rumplerstr. 9;apa05-1xe;Online seit 2022-03-12 21:48;Alcatel-Lucent -> OAW-AP325;Gesamt:     (009 - 3 - 3 - 3.67)eduroam:    (002 - 1 - 1 - 1.10)lrz:  (002 - 1 - 1 - 1.20)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (005 - 1 - 1 - 1.38)Sonstige:  (000 - 0 - 0 - 0.00)
